Fecha y hora,Departamento,JurisdicciÆn ,Tipo de siniestro,Veh–culo,Rol,Edad,Sexo,Fallecido a los (D–as),Otro veh–culo,Lugar del Siniestro,0.0,0.0
15/06/2013 16:00,RIO NEGRO,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,69,M,1,MOTO,MONTEVIDEO esq. DOCE DE OCTUBRE,-34.9011127,-56.16453139999999
15/06/2013 18:00,CANELONES,NACIONAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,47,M,1,MOTO,RUTA 34 kM 39.000,-34.74132549999999,-55.8727282
15/06/2013 19:40,SAN JOSE,NACIONAL,COLISION ENTRE VEHICULOS,CAMIONETA,PASAJERO,35,F,0,OMNIBUS,RUTA 11 km. 63500,-34.3449612,-56.71683549999999
15/06/2013 19:40,SAN JOSE,NACIONAL,COLISION ENTRE VEHICULOS,CAMIONETA,CONDUCTOR,41,M,0,OMNIBUS,RUTA 11 km. 63500,-34.3449612,-56.71683549999999
16/06/2013 05:56,SORIANO,DEPARTAMENTAL,COLISION CON OBSTACULO,MOTO,CONDUCTOR,17,M,1,,VICENTE ORCOYEN esq. PERUCHENA,-33.5096817,-57.8042412
16/06/2013 18:50,COLONIA,NACIONAL,COLISION ENTRE VEHICULOS,AUTO,CONDUCTOR,48,F,0,CAMIONETA,RUTA 21 km 259.400,-33.9820739,-58.2825502
20/06/2013 21:35,MALDONADO,DEPARTAMENTAL,CAIDA,MOTO,CONDUCTOR,19,F,7,,GENERAL APARICIO esq. DOCTOR ELIAS REGULES,-34.6277617,-54.9611836
21/06/2013 06:55,MONTEVIDEO,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,31,M,13,AUTO,EDUARDO ACEVEDO esq. JOSE ENRIQUE RODO,-34.9033754,-56.172444
21/06/2013 16:00,SAN JOSE,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,AUTO,CONDUCTOR,48,M,0,BICICLETA,CAMINO A 900 M DE RUTA 46,-34.3443517,-56.72869009999999
21/06/2013 18:20,CANELONES,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,54,M,0,OMNIBUS,GUILLEN E/ TROPAS Y RUTA 6,-34.516667,-56.28333300000001
21/06/2013 22:15,MONTEVIDEO,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,25,M,0,AUTO,OLIVERAS esq. MARCONI,-34.8360512,-56.1581735
22/06/2013 01:00,MONTEVIDEO,DEPARTAMENTAL,COLISION CON OBSTACULO,AUTO,CONDUCTOR,55,M,3,,CAMINO SANFUENTES esq. SIN NOMBRE,-34.8228414,-56.19629200000001
23/06/2013 13:30,COLONIA,NACIONAL,COLISION ENTRE VEHICULOS,AUTO,CONDUCTOR,37,M,0,CAMION,RUTA 2 km. 179,-34.3364154,-57.34039309999999
23/06/2013 13:30,COLONIA,NACIONAL,COLISION ENTRE VEHICULOS,AUTO,PASAJERO,33,F,0,CAMION,RUTA 2 km. 179,-34.3364154,-57.34039309999999
23/06/2013 19:03,CERRO LARGO,NACIONAL,COLISION ENTRE VEHICULOS,AUTO,PASAJERO,77,M,0,AUTO,RUTA 26 KM 35,-32.3849116,-54.107563
24/06/2013 17:52,CANELONES,NACIONAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,45,M,0,CAMION,RUTA 8 km. 35.200,-34.6907102,-55.82038859999999
25/06/2013 17:00,SAN JOSE,NACIONAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,33,M,0,MAQUINARIA,RUTA 1 km. 45,-34.7536068,-56.4131806
26/06/2013 14:05,MONTEVIDEO,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,40,M,0,CAMION,AVENIDA ITALIA esq. DOCTOR ALEJANDRO GALLINAL,-34.8946214,-56.091632
26/06/2013 18:30,MONTEVIDEO,DEPARTAMENTAL,ATROPELLO DE PEATON,PEATON,PEATON,N,M,1,AUTO,AVENIDA DOMINGO SARMIENTO esq. LUIS DE LA TORRE,-34.9181861,-56.15831790000001
27/06/2013 11:41,CANELONES,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,72,F,1,CAMION,COSTA RICA esq. ELIAS REGULES,-34.516667,-56.28333300000001
28/06/2013 14:00,MONTEVIDEO,NACIONAL,ATROPELLO DE PEATON,PEATON,PEATON,51,F,0,MAQUINARIA,RUTA 8 esq. LOS MIRTOS,-34.7760724,-56.04230639999999
28/06/2013 17:30,MONTEVIDEO,NACIONAL,ATROPELLO DE PEATON,PEATON,PEATON,68,M,0,CAMION,RUTA 5 esq. CAMINO FRANCISCO LECOCQ,-34.8134818,-56.23046549999999
28/06/2013 21:35,MONTEVIDEO,DEPARTAMENTAL,ATROPELLO DE PEATON,PEATON,PEATON,20,M,0,MOTO,CAMINO REPETTO esq. DOMINGO MORA,-34.7965442,-56.088215
29/06/2013 04:00,COLONIA,DEPARTAMENTAL,CAIDA,MOTO,CONDUCTOR,33,M,0,,RUTA 1 VIEJA - PTE. ARROYO LA CABALLADA,0.0,0.0
30/06/2013 02:15,MONTEVIDEO,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,31,M,0,CAMION,AVENIDA DE LAS INSTRUCCIONES esq. MALVAVISCO,-34.9011127,-56.16453139999999
30/06/2013 17:30,MONTEVIDEO,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,PASAJERO,26,F,0,AUTO,BOULEVARD JOSE BATLLE Y ORDOÛEZ esq. AVENIDA BURGUES,-34.8532486,-56.1817284
01/07/2013 11:41,CANELONES,DEPARTAMENTAL,ATROPELLO DE PEATON,PEATON,PEATON,76,F,0,CAMIONETA,ROSALIA DE CASTRO esq. FLORENCIO SANCHEZ,-34.523893,-56.2800474
02/07/2013 11:35,FLORIDA,NACIONAL,DESPISTE,AUTO,PASAJERO,10,M,1,,RUTA 5 km. 99,-33.7297462,-56.3249493
04/07/2013 08:05,CANELONES,NACIONAL,ATROPELLO DE PEATON,PEATON,PEATON,71,F,0,AUTO,RUTA 8 km. 22.500,-34.6907102,-55.82038859999999
04/07/2013 21:30,MONTEVIDEO,DEPARTAMENTAL,ATROPELLO DE PEATON,PEATON,PEATON,73,F,1,AUTO,AVENIDA MILLAN esq. PANTALEON SOTELO,-34.8561704,-56.19918329999999
04/07/2013 22:40,MONTEVIDEO,DEPARTAMENTAL,CAIDA,MOTO,CONDUCTOR,18,M,0,,EMANCIPACION esq. GREGORIO MAS,-34.8520964,-56.2215237
05/07/2013 16:40,SALTO,DEPARTAMENTAL,CAIDA,MOTO,PASAJERO,18,M,6,,URUGUAY esq. DOCTOR F. LUCAS GAFFRE,-31.0719891,-57.8463783
07/07/2013 00:01,CANELONES,NACIONAL,COLISION ENTRE VEHICULOS,MOTO,PASAJERO,17,M,0,AUTO,RUTA INTERBALNEARIA km. 68500,-34.7900943,-55.92794
07/07/2013 00:01,CANELONES,NACIONAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,26,M,0,AUTO,RUTA INTERBALNEARIA km. 68500,-34.7900943,-55.92794
07/07/2013 21:00,MONTEVIDEO,NACIONAL,ATROPELLO DE PEATON,PEATON,PEATON,78,M,0,AUTO,RUTA DE ACCESO esq. CAMAMBU,-34.8711936,-56.2384296
08/07/2013 21:00,MONTEVIDEO,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,51,M,0,MOTO,CAMINO DEL TROPERO esq. SEBASTIAN REBELLA,-34.8199852,-56.391416
08/07/2013 21:00,MONTEVIDEO,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,16,M,0,MOTO,CAMINO DEL TROPERO esq. SEBASTIAN REBELLA,-34.8199852,-56.391416
09/07/2013 05:36,MONTEVIDEO,NACIONAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,27,M,1,CAMION,RUTA DE ACCESO esq. HUMBOLDT,-34.86857639999999,-56.2368332
09/07/2013 05:36,MONTEVIDEO,NACIONAL,COLISION ENTRE VEHICULOS,MOTO,PASAJERO,25,F,0,CAMION,RUTA DE ACCESO esq. HUMBOLDT,-34.86857639999999,-56.2368332
10/07/2013 22:00,TREINTA Y TRES,NACIONAL,DESPISTE,CAMIONETA,PASAJERO,17,M,0,,RUTA 8 km 340,-33.2140065,-54.3877412
11/07/2013 06:05,MALDONADO,NACIONAL,ATROPELLO DE PEATON,PEATON,PEATON,34,M,0,OMNIBUS,RUTA 9 km. 89500,-34.7336343,-54.9965384
11/07/2013 18:45,CERRO LARGO,NACIONAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,64,M,0,CAMIONETA,RUTA 8 km 432.500,-32.3066971,-54.1636428
12/07/2013 19:30,MONTEVIDEO,NACIONAL,ATROPELLO DE PEATON,PEATON,PEATON,55,M,0,MOTO,DIONISIO FERNANDEZ esq. CAMINO MANGANGA,-34.802582,-56.0816958
13/07/2013 19:55,CERRO LARGO,NACIONAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,51,M,1,MOTO,RUTA 7 km. 298,-32.3609596,-54.1549445
13/07/2013 19:55,CERRO LARGO,NACIONAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,47,M,5,MOTO,RUTA 7 km. 299,-32.3609596,-54.1549445
14/07/2013 05:15,SALTO,DEPARTAMENTAL,CAIDA,MOTO,CONDUCTOR,18,M,0,,AVENIDA APOLON DE MIRBEK esq. GRITO DE ASENCIO,-31.374732,-57.96294640000001
14/07/2013 06:05,PAYSANDU,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,34,M,0,MOTO,ZELMAR MICHELINI esq. AVENIDA BRASIL,-32.3159099,-58.09494819999999
14/07/2013 07:30,ARTIGAS,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,AUTO,CONDUCTOR,27,M,1,AUTO,PUENTE INTERNACIONAL DE LA CONCORDIA a 400 m 18 DE JULIO,0.0,0.0
17/07/2013 16:50,CANELONES,NACIONAL,CAIDA,MOTO,CONDUCTOR,61,M,0,,RUTA 80 km. 94,-34.5214738,-56.2999351
17/07/2013 18:45,ROCHA,NACIONAL,COLISION ENTRE VEHICULOS,AUTO,PASAJERO,50,F,0,CAMION,RUTA 15 km. 16,-34.4878288,-54.319523
18/07/2013 04:00,MONTEVIDEO,DEPARTAMENTAL,CAIDA,MOTO,CONDUCTOR,26,M,1,,CAMINO DE LA PAZ A MENDOZA esq. CAMINO CORONEL RAIZ,-34.8283109,-56.2004761
18/07/2013 06:30,SALTO,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,19,M,0,CAMIONETA,COSTANERA NORTE frente A PARQUE INDIGENA,-31.372696,-57.9773452
18/07/2013 16:35,CANELONES,NACIONAL,ATROPELLO DE PEATON,PEATON,PEATON,7,M,0,AUTO,RUTA 101 km. 25.200,-34.789378,-56.0013672
20/07/2013 05:00,COLONIA,DEPARTAMENTAL,DESPISTE,AUTO,PASAJERO,30,M,0,,COLON esq. CONRADO TORRES,-34.2678604,-57.6094704
20/07/2013 18:30,FLORIDA,NACIONAL,COLISION ENTRE VEHICULOS,MOTO,PASAJERO,39,F,1,CAMIONETA,RUTA 6 km. 183,-33.7763538,-55.8315995
21/07/2013 06:50,SAN JOSE,NACIONAL,DESPISTE,CAMIONETA,CONDUCTOR,19,M,1,,RUTA 1 km: 40,-34.7536068,-56.4131806
21/07/2013 06:50,SAN JOSE,NACIONAL,DESPISTE,CAMIONETA,PASAJERO,N,F,0,,RUTA 1 km: 40,-34.7536068,-56.4131806
21/07/2013 06:55,MALDONADO,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,22,M,0,AUTO,CAMINO DE LOS GAUCHOS entre CALLES 5 y 7,-34.6277617,-54.9611836
21/07/2013 19:10,RIVERA,DEPARTAMENTAL,ATROPELLO DE PEATON,PEATON,PEATON,61,M,2,MOTO,AVENIDA BERNABE RIVERA esq. CEBALLOS,-30.9040108,-55.5198786
22/07/2013 06:30,COLONIA,NACIONAL,COLISION ENTRE VEHICULOS,AUTO,CONDUCTOR,44,M,0,CAMIONETA,RUTA 21 km. 207,-33.9820739,-58.2825502
22/07/2013 06:30,COLONIA,NACIONAL,COLISION ENTRE VEHICULOS,AUTO,CONDUCTOR,36,F,0,CAMIONETA,RUTA 21 km. 207,-33.9820739,-58.2825502
22/07/2013 19:52,MONTEVIDEO,DEPARTAMENTAL,ATROPELLO DE PEATON,PEATON,PEATON,55,F,0,CAMIONETA,AVENIDA ITALIA esq. GENERAL ANDRES A GOMEZ,-34.9011127,-56.16453139999999
24/07/2013 17:19,MONTEVIDEO,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,39,M,1,AUTO,DOMINGO ARAMBURU esq. DOCTOR JOAQUIN REQUENA,-34.9011127,-56.16453139999999
24/07/2013 23:50,MONTEVIDEO,NACIONAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,52,M,0,AUTO,RUTA 8 esq. RUTA 102,-34.793125,-56.0730363
25/07/2013 15:34,SORIANO,NACIONAL,DESPISTE,AUTO,CONDUCTOR,59,M,0,,RUTA 2 km. 276700,-33.5641819,-57.73615100000001
26/07/2013 12:15,PAYSANDU,DEPARTAMENTAL,ATROPELLO DE PEATON,PEATON,PEATON,88,M,0,CAMION,JUNCAL esq. GENERAL LEANDRO GOMEZ,-32.3194148,-58.07103979999999
27/07/2013 17:30,FLORIDA,DEPARTAMENTAL,CAIDA,BICICLETA,CONDUCTOR,74,M,8,,JOSE PEDRO VARELA esq. CAMINO FERRARI,-34.1,-56.21666699999999
28/07/2013 00:50,CANELONES,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,19,M,0,MOTO,RUTA 8 (VIEJA) KM 33,-34.6907102,-55.82038859999999
28/07/2013 07:30,FLORIDA,NACIONAL,CAIDA,MOTO,PASAJERO,38,F,8,,RUTA 7 km. 96,-33.7705423,-55.96528799999999
28/07/2013 15:35,MALDONADO,DEPARTAMENTAL,ATROPELLO DE PEATON,PEATON,PEATON,85,F,1,AUTO,AVENIDA ANTONIO LUSSICH senda (FRENTE A EX POLICLINICA). esq. COLIBRIES,-34.8989386,-54.9647133
28/07/2013 20:15,MONTEVIDEO,DEPARTAMENTAL,CAIDA,MOTO,CONDUCTOR,42,F,0,,CAMINO MANUEL MARIA FLORES esq. CAMINO ANAYA,-34.8223534,-56.312479
29/07/2013 11:50,CANELONES,NACIONAL,ATROPELLO DE PEATON,PEATON,PEATON,76,M,0,AUTO,RUTA INTERBALNEARIA km. 50.1,-34.7900943,-55.92794
30/07/2013 11:40,MONTEVIDEO,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,26,M,1,CAMION,HIPOLITO YRIGOYEN esq. DOCTOR CARLOS SALVAGNO,-34.9011127,-56.16453139999999
30/07/2013 16:40,COLONIA,NACIONAL,CAIDA,MOTO,CONDUCTOR,61,M,0,,RUTA 51 km. 122,-34.2726457,-57.8253638
31/07/2013 05:00,SALTO,NACIONAL,COLISION ENTRE VEHICULOS,CAMION,CONDUCTOR,54,M,0,CAMION,RUTA 3 km. 477.5 Pte. sobre Ro Daymòn,0.0,0.0
31/07/2013 05:00,SALTO,NACIONAL,COLISION ENTRE VEHICULOS,CAMION,CONDUCTOR,61,M,0,CAMION,RUTA 3 km. 477.5 Pte. sobre Ro Daymòn,0.0,0.0
31/07/2013 10:05,COLONIA,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,80,M,1,MOTO,SAN JOSE esq. CINCUENTENARIO,37.3393857,-121.8949555
31/07/2013 14:43,MALDONADO,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,58,F,0,MOTO,DIECIOCHO DE JULIO esq. AVENIDA JUAN ANTONIO LAVALLEJA,-34.9019343,-54.9577969
31/07/2013 17:25,MONTEVIDEO,DEPARTAMENTAL,ATROPELLO DE PEATON,PEATON,PEATON,85,F,3,AUTO,AVENIDA MILLAN esq. LAS VIOLETAS,-34.8423729,-56.2049962
31/07/2013 18:35,MONTEVIDEO,DEPARTAMENTAL,ATROPELLO DE PEATON,PEATON,PEATON,68,F,4,MOTO,VEINTIUNO DE SETIEMBRE esq. INGENIERO LUIS FRANZINI,-34.9144823,-56.1587566
31/07/2013 22:22,SORIANO,NACIONAL,ATROPELLO DE PEATON,PEATON,PEATON,20,F,0,CAMION,RUTA 2 km. 279.5,-33.5641819,-57.73615100000001
01/08/2013 15:40,MALDONADO,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,37,M,1,CAMION,BOULEVARD GENERAL JOSE G. ARTIGAS entre AV. DEL MAR Y LOUVRE,-34.6277617,-54.9611836
02/08/2013 06:55,TACUAREMBO,DEPARTAMENTAL,COLISION CON OBSTACULO,MOTO,CONDUCTOR,39,M,0,,GENERAL MANUEL ORIBE esq. C. CATALOGNE,-31.7210366,-55.9825867
02/08/2013 14:02,SALTO,NACIONAL,CAIDA,MOTO,CONDUCTOR,19,M,0,,RAMAL entre RUTA 31 y RUTA 4. km 81.100,0.0,0.0
02/08/2013 19:01,MALDONADO,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,AUTO,CONDUCTOR,59,M,0,AUTO,RUTA 39 km. 14.5,-34.9119265,-54.9900793
02/08/2013 19:50,CANELONES,NACIONAL,ATROPELLO DE PEATON,PEATON,PEATON,54,F,1,AUTO,RUTA 8 km. 27,-34.6907102,-55.82038859999999
04/08/2013 07:52,CANELONES,NACIONAL,COLISION CON OBSTACULO,MOTO,CONDUCTOR,25,M,0,,RUTA 65 km. 84.500,-34.5214738,-56.2999351
05/08/2013 13:40,RIVERA,DEPARTAMENTAL,CAIDA,MOTO,CONDUCTOR,44,M,1,,CAMINO  A CURTICEIRAS,-30.9284708,-55.5790711
06/08/2013 23:30,MONTEVIDEO,DEPARTAMENTAL,COLISION CON OBSTACULO,MOTO,CONDUCTOR,22,M,0,,CALDERON DE LA BARCA esq. MARGARITA --COLON--,-34.8025245,-56.2248102
07/08/2013 07:55,SAN JOSE,NACIONAL,DESPISTE,AUTO,CONDUCTOR,57,M,0,,RUTA 1 km. 50,-34.7536068,-56.4131806
10/08/2013 09:30,TACUAREMBO,NACIONAL,DESPISTE,OMNIBUS,PASAJERO,40,F,0,,RUTA 5 km. 317.1,-31.7063755,-56.0057081
10/08/2013 09:30,TACUAREMBO,NACIONAL,DESPISTE,OMNIBUS,PASAJERO,73,F,0,,RUTA 5 km. 317.1,-31.7063755,-56.0057081
10/08/2013 09:30,TACUAREMBO,NACIONAL,DESPISTE,OMNIBUS,PASAJERO,1,F,0,,RUTA 5 km. 317.1,-31.7063755,-56.0057081
11/08/2013 12:05,MONTEVIDEO,DEPARTAMENTAL,ATROPELLO DE PEATON,PEATON,PEATON,54,F,0,MOTO,AVENIDA DOCTOR CARLOS NERY esq. JAEN,-34.8406932,-56.1277068
11/08/2013 20:23,CANELONES,NACIONAL,ATROPELLO DE PEATON,PEATON,PEATON,78,M,1,AUTO,RUTA INTERBALNEARIA km. 68,-34.7900943,-55.92794
12/08/2013 00:30,RIO NEGRO,DEPARTAMENTAL,DESPISTE,CAMIONETA,PASAJERO,2,M,0,,CAMINO DE LA CUCHILLA DE NAVARRO,-32.6666667,-56.91666670000001
12/08/2013 09:30,MONTEVIDEO,DEPARTAMENTAL,ATROPELLO DE PEATON,PEATON,PEATON,87,M,1,OMNIBUS,CAMINO CORRALES esq. AVENIDA DAMASO ANTONIO LARRAÛAGA,-34.8597908,-56.1511116
12/08/2013 13:45,MONTEVIDEO,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,18,M,0,CAMION,PANTALEON ARTIGAS esq. ELBA,-34.8493726,-56.18440090000001
12/08/2013 21:55,ROCHA,NACIONAL,DESPISTE,AUTO,CONDUCTOR,52,M,0,,RUTA 9 km. 289,-34.4878288,-54.319523
12/08/2013 21:55,ROCHA,NACIONAL,DESPISTE,AUTO,PASAJERO,68,F,0,,RUTA 9 km. 289,-34.4878288,-54.319523
13/08/2013 08:40,CANELONES,DEPARTAMENTAL,ATROPELLO DE PEATON,PEATON,PEATON,54,M,0,CAMIONETA,CAMINO DE LOS HORNEROS,-34.8067536,-55.97986179999999
13/08/2013 10:20,DURAZNO,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,71,M,1,CAMION,CUATRO DE OCTUBRE DE 1828 esq. JOAQUIN SUAREZ,-33.3885932,-56.5193452
13/08/2013 13:30,MONTEVIDEO,NACIONAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,20,M,0,CAMION,RUTA 5 esq. CAMINO DE LAS TROPAS --CERRO NORTE - LA PALOMA--,-34.860278,-56.268333
13/08/2013 14:35,CANELONES,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,25,F,0,CAMION,AVENIDA DEL PARQUE,-34.8569942,-56.0016871
13/08/2013 19:40,PAYSANDU,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,19,M,0,CAMION,LIBERTAD esq. RIO NEGRO,-32.3228133,-58.0917025
13/08/2013 22:22,CANELONES,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,21,M,1,AUTO,AVENIDA INGENIERO LUIS GIANNATTASIO esq. CRUZ DEL SUR,-34.516667,-56.28333300000001
14/08/2013 06:25,MALDONADO,DEPARTAMENTAL,ATROPELLO DE PEATON,PEATON,PEATON,38,M,2,CAMIONETA,RUTA 37 km. 8,-34.9119265,-54.9900793
16/08/2013 10:22,MONTEVIDEO,DEPARTAMENTAL,ATROPELLO DE PEATON,PEATON,PEATON,79,M,0,AUTO,AVENIDA OCHO DE OCTUBRE esq. COLONIA,-34.9011127,-56.16453139999999
17/08/2013 07:55,MONTEVIDEO,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,60,M,0,AUTO,CAMINO LUIS EDUARDO PEREZ esq. CAMINO DE LA GRANJA,-34.83018089999999,-56.2564647
18/08/2013 07:40,MONTEVIDEO,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,24,M,0,CAMIONETA,AVENIDA DE LAS INSTRUCCIONES esq. BOULEVARD APARICIO SARAVIA,-34.8237883,-56.20628379999999
18/08/2013 08:30,CANELONES,DEPARTAMENTAL,DESPISTE,AUTO,CONDUCTOR,36,M,0,,GENERAL ARTIGAS esq. LOS MIMBRES,-34.516667,-56.28333300000001
18/08/2013 13:30,CANELONES,NACIONAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,49,F,1,AUTO,RUTA 5  Km 21.500,-34.4626926,-56.27336740000001
19/08/2013 16:55,TACUAREMBO,DEPARTAMENTAL,ATROPELLO DE PEATON,PEATON,PEATON,70,F,2,CAMIONETA,DOCTOR CATALINA esq. DOCTOR IVO FERREIRA,-31.7139492,-55.9854317
20/08/2013 19:30,CANELONES,NACIONAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,18,F,1,CAMIONETA,RUTA 5 km. 32,-34.4626926,-56.27336740000001
20/08/2013 22:55,RIVERA,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,18,M,1,CAMIONETA,AVENIDA BRASIL senda SUROESTE. esq. JOAQUIN SUAREZ,-30.9024777,-55.5392014
21/08/2013 15:55,MALDONADO,NACIONAL,DESPISTE,AUTO,CONDUCTOR,72,M,4,,RUTA 93 km. 110.500,-34.9119265,-54.9900793
21/08/2013 16:50,TREINTA Y TRES,NACIONAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,27,M,0,CAMION,RUTA 8 km 272.500,-33.2140065,-54.3877412
22/08/2013 19:00,SAN JOSE,NACIONAL,ATROPELLO DE PEATON,PEATON,PEATON,24,M,0,CAMIONETA,RUTA 1 km 55.500,-34.7536068,-56.4131806
24/08/2013 13:00,MONTEVIDEO,NACIONAL,DESPISTE,AUTO,PASAJERO,71,F,0,,RUTA 5 esq. CAMINO LUIS EDUARDO PEREZ,-34.8114203,-56.285768
25/08/2013 08:00,ROCHA,DEPARTAMENTAL,COLISION CON OBSTACULO,AUTO,PASAJERO,25,M,5,,SAMUEL PRILIAC esq. RIO CEBOLLATI,-33.266667,-53.8
26/08/2013 00:05,FLORIDA,NACIONAL,COLISION ENTRE VEHICULOS,AUTO,PASAJERO,26,M,1,OMNIBUS,RUTA 5 km. 98.8,-33.7297462,-56.3249493
26/08/2013 00:05,FLORIDA,NACIONAL,COLISION ENTRE VEHICULOS,AUTO,CONDUCTOR,22,M,16,OMNIBUS,RUTA 5 km. 98.8,-33.7297462,-56.3249493
28/08/2013 19:40,CANELONES,DEPARTAMENTAL,ATROPELLO DE PEATON,PEATON,PEATON,57,M,1,MOTO,REPUBLICA esq. ASENCIO,-34.516667,-56.28333300000001
31/08/2013 16:03,MONTEVIDEO,DEPARTAMENTAL,ATROPELLO DE PEATON,PEATON,PEATON,86,M,1,CAMIONETA,RAMBLA REPUBLICA DE CHILE esq. ENRIQUE ARRASCAETA,-34.9011127,-56.16453139999999
01/09/2013 17:50,TREINTA Y TRES,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,BICICLETA,CONDUCTOR,66,M,0,MOTO,RINCON esq. SIMON DEL PINO,-33.2319108,-54.3845276
01/09/2013 19:00,MALDONADO,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,21,M,9,MOTO,CAMINO EL PANTANAL a 600 m de RUTA 39,-34.6277617,-54.9611836
01/09/2013 23:00,MALDONADO,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,26,M,0,CAMIONETA,BENITO NARDONE esq. CORCEGA,-34.8810267,-54.9838982
02/09/2013 16:00,MONTEVIDEO,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,65,M,1,OMNIBUS,FLAMMARION esq. PEDRO COSIO,-34.8774978,-56.1033512
03/09/2013 16:20,TREINTA Y TRES,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,CAMIONETA,CONDUCTOR,69,M,8,CAMION,ROTONDA  MARCELO BARRETO esq. DE TROPAS,-33.2378807,-54.3969383
03/09/2013 17:40,CERRO LARGO,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,73,M,0,CAMIONETA,RUTA 26 esq. NARCISO GARC?A,0.0,0.0
04/09/2013 19:00,ROCHA,NACIONAL,CAIDA,MOTO,CONDUCTOR,72,M,1,,RUTA 15 km. 159,-34.4878288,-54.319523
06/09/2013 06:30,CANELONES,NACIONAL,DESPISTE,MOTO,CONDUCTOR,42,M,0,,RUTA 8 km. 39,-34.6907102,-55.82038859999999
06/09/2013 19:45,MALDONADO,NACIONAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,55,F,2,AUTO,RUTA 10 esq. CALLE 5,-34.8982475,-54.9711601
06/09/2013 22:55,MONTEVIDEO,DEPARTAMENTAL,COLISION ENTRE VEHICULOS,MOTO,CONDUCTOR,18,M,0,CAMION,FILIPINAS esq. AVENIDA DOCTOR CARLOS MARIA RAMIREZ,-34.9165716,-56.1698616
08/09/2013 19:00,FLORIDA,NACIONAL,COLISION ENTRE VEHICULOS,MOTO,PASAJERO,52,F,0,CAMION,RUTA 6 km. 110,-33.7763538,-55.8315995
